Scheduled Principal,Curtailments,Curtailment Adjustments,Prepayment,Repurchase Principal,Other Principal Adjustments,Liquidation Principal,Principal Losses
100.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,122.43,-0.89,0.0,0.0,0.0,0.0,0.0
12.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.21,61.28,0.0,0.0,0.0,0.0,0.0,0.0
63.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.33,53.4,0.0,0.0,0.0,0.0,0.0,0.0
79.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.13,30.18,0.0,0.0,0.0,0.0,0.0,0.0
46.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.63,1.33,0.01,0.0,0.0,0.0,0.0,0.0
80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.63,37.62,0.0,0.0,0.0,0.0,0.0,0.0
280.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.5,0.97,0.0,0.0,0.0,0.0,0.0,0.0
9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.03,0.55,0.0,0.0,0.0,0.0,0.0,0.0
154.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,257432.71,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.92,37.92,0.26,0.0,0.0,0.0,0.0,0.0
97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.12,2.48,0.02,0.0,0.0,0.0,0.0,0.0
51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0
143.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.84,72.36,0.0,0.0,0.0,0.0,0.0,0.0
145.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.48,14.9,0.0,0.0,0.0,0.0,0.0,0.0
91.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.72,0.4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.34,41.55,0.0,0.0,0.0,0.0,0.0,0.0
65.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,39.88,0.0,0.0,0.0,0.0,0.0,0.0
154.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.02,-92.84,-0.75,0.0,0.0,0.0,0.0,0.0
86.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.49,7.1,0.06,0.0,0.0,0.0,0.0,0.0
105.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.26,1.33,0.0,0.0,0.0,0.0,0.0,0.0
61.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.63,9.08,0.06,0.0,0.0,0.0,0.0,0.0
55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
103.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.93,16.72,0.0,0.0,0.0,0.0,0.0,0.0
96.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.65,468.0,0.0,0.0,0.0,0.0,0.0,0.0
132.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.35,150.0,1.12,0.0,0.0,0.0,0.0,0.0
17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481.45,782.31,0.0,0.0,0.0,0.0,0.0,0.0
102.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.38,1.96,0.01,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0
66.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.73,0.61,0.01,0.0,0.0,0.0,0.0,0.0
71.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,146859.3,0.0,0.0,0.0,0.0
27.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.35,0.78,0.01,0.0,0.0,0.0,0.0,0.0
32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.47,147.45,0.95,0.0,0.0,0.0,0.0,0.0
12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
